country,area_code,area_name,macro_region,metric_key,metric_label,year,period,value,lower_ci,upper_ci,numerator,denominator,unit,population,measure_type,source_id,source_name,source_url
UK,E12000009,South West,England,depression,Depression registered prevalence,2015,2015/16,8.397,8.372,8.423,381730,4545862,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2016,2016/17,9.345,9.318,9.372,428543,4585845,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2017,2017/18,10.143,10.115,10.17,471143,4645210,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2018,2018/19,11.213,11.183,11.242,497440,4436375,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2019,2019/20,11.909,11.88,11.938,567553,4765638,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2020,2020/21,12.638,12.609,12.668,607443,4806404,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2021,2021/22,12.993,12.963,13.022,633495,4875850,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2022,2022/23,13.55,13.52,13.58,667438,4925703,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,depression,Depression registered prevalence,2024,2024/25,14.467,14.436,14.497,726186,5019733,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2012,2012/13,5.703,5.681,5.724,256958,4506043,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2013,2013/14,5.86,5.838,5.882,267262,4560772,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2014,2014/15,6.057,6.035,6.079,275941,4555554,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2015,2015/16,6.255,6.233,6.277,288346,4609813,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2016,2016/17,6.433,6.41,6.455,299009,4648381,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2017,2017/18,6.501,6.479,6.523,305961,4706252,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2018,2018/19,6.648,6.625,6.671,298652,4492477,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2019,2019/20,6.817,6.795,6.84,329036,4826578,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2020,2020/21,6.89,6.867,6.912,335472,4869137,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2021,2021/22,7.016,6.994,7.039,346542,4939249,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2022,2022/23,7.188,7.166,7.211,358726,4990362,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2023,2023/24,7.351,7.328,7.373,370902,5045905,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,diabetes,Diabetes registered prevalence,2024,2024/25,7.552,7.529,7.575,384401,5089857,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2012,2012/13,14.476,14.447,14.506,800900,5532467,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2013,2013/14,14.518,14.488,14.547,809288,5574556,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2014,2014/15,14.688,14.659,14.718,818397,5571811,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2015,2015/16,14.726,14.697,14.755,829913,5635771,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2016,2016/17,14.832,14.803,14.861,842684,5681622,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2017,2017/18,14.865,14.836,14.895,854185,5746112,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2018,2018/19,14.888,14.858,14.918,816295,5482949,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2019,2019/20,15.03,15.001,15.059,883579,5878821,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2020,2020/21,14.965,14.936,14.994,885682,5918430,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2021,2021/22,15.075,15.046,15.104,903294,5992028,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2022,2022/23,15.666,15.637,15.695,947585,6048667,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000009,South West,England,hypertension,Hypertension registered prevalence,2023,2023/24,16.132,16.103,16.161,984346,6101875,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
