country,area_code,area_name,macro_region,metric_key,metric_label,year,period,value,lower_ci,upper_ci,numerator,denominator,unit,population,measure_type,source_id,source_name,source_url
UK,E12000003,Yorkshire and the Humber,England,cancer,Cancer registered prevalence,2021,2021/22,3.35,3.335,3.364,197385,5892593,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,cancer,Cancer registered prevalence,2022,2022/23,3.486,3.471,3.5,207500,5953161,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,cancer,Cancer registered prevalence,2023,2023/24,3.615,3.6,3.63,217604,6018848,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,cancer,Cancer registered prevalence,2024,2024/25,3.772,3.757,3.787,228500,6057819,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2012,2012/13,3.958,3.942,3.975,218663,5524195,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2013,2013/14,3.882,3.866,3.898,215969,5563908,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2014,2014/15,3.812,3.796,3.828,213164,5592128,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2015,2015/16,3.746,3.73,3.762,211191,5637998,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2016,2016/17,3.673,3.657,3.688,210231,5723921,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2017,2017/18,3.642,3.626,3.657,209340,5748396,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2018,2018/19,3.598,3.582,3.613,208385,5792321,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2019,2019/20,3.56,3.545,3.575,207661,5833871,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2020,2020/21,3.482,3.467,3.497,203521,5844752,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2021,2021/22,3.44,3.425,3.454,202676,5892593,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2022,2022/23,3.395,3.381,3.41,202125,5953161,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2023,2023/24,3.347,3.333,3.362,201478,6018848,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,chd,Coronary heart disease registered prevalence,2024,2024/25,3.323,3.309,3.337,201289,6057819,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2012,2012/13,2.096,2.085,2.108,115812,5524195,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2013,2013/14,2.149,2.137,2.161,119580,5563908,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2014,2014/15,2.2,2.188,2.212,123040,5592128,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2015,2015/16,2.249,2.236,2.261,126779,5637998,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2016,2016/17,2.263,2.251,2.275,129521,5723921,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2017,2017/18,2.309,2.296,2.321,132711,5748396,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2018,2018/19,2.357,2.344,2.369,136515,5792321,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2019,2019/20,2.37,2.358,2.383,138289,5833871,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2020,2020/21,2.352,2.34,2.365,137483,5844752,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2021,2021/22,2.301,2.289,2.313,135596,5892593,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2022,2022/23,2.291,2.279,2.303,136399,5953161,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2023,2023/24,2.33,2.317,2.342,140210,6018848,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,copd,COPD registered prevalence,2024,2024/25,2.387,2.375,2.399,144608,6057819,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2012,2012/13,6.14,6.118,6.163,267054,4349227,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2013,2013/14,6.97,6.946,6.994,307691,4414546,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2014,2014/15,7.844,7.819,7.869,348136,4438311,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2015,2015/16,8.669,8.643,8.695,387932,4475132,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2016,2016/17,9.418,9.391,9.445,427945,4544070,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2017,2017/18,10.265,10.237,10.293,468837,4567420,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2018,2018/19,11.145,11.116,11.174,513057,4603556,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2019,2019/20,11.959,11.929,11.988,555053,4641437,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2020,2020/21,12.585,12.555,12.615,585840,4655070,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2021,2021/22,13.176,13.145,13.206,619148,4699225,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2022,2022/23,13.714,13.683,13.745,651645,4751816,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,depression,Depression registered prevalence,2024,2024/25,14.586,14.554,14.617,708111,4854858,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2012,2012/13,6.168,6.146,6.191,272919,4424708,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2013,2013/14,6.378,6.355,6.401,285739,4480110,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2014,2014/15,6.571,6.548,6.594,295879,4502750,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2015,2015/16,6.775,6.751,6.798,307505,4539107,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2016,2016/17,6.864,6.841,6.887,316248,4607456,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2017,2017/18,7.037,7.014,7.06,325686,4628194,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2018,2018/19,7.236,7.212,7.259,337495,4664391,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2019,2019/20,7.401,7.377,7.425,348088,4703288,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2020,2020/21,7.459,7.435,7.483,351998,4719143,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2021,2021/22,7.646,7.622,7.67,364337,4764997,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2022,2022/23,7.876,7.852,7.901,379581,4819175,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2023,2023/24,8.098,8.074,8.122,395365,4882305,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,diabetes,Diabetes registered prevalence,2024,2024/25,8.426,8.401,8.451,415157,4927108,% registered prevalence,Registered patients aged 17+,QOF registered prevalence,241,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2012,2012/13,14.047,14.018,14.076,775989,5524195,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2013,2013/14,14.107,14.079,14.136,784928,5563908,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2014,2014/15,14.161,14.132,14.19,791904,5592128,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2015,2015/16,14.238,14.209,14.267,802722,5637998,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2016,2016/17,14.206,14.178,14.235,813161,5723921,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2017,2017/18,14.368,14.339,14.396,825905,5748396,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2018,2018/19,14.521,14.493,14.55,841122,5792321,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2019,2019/20,14.636,14.607,14.665,853844,5833871,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2020,2020/21,14.492,14.463,14.52,846994,5844752,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2021,2021/22,14.646,14.617,14.675,863028,5892593,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2022,2022/23,15.195,15.166,15.224,904586,5953161,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2023,2023/24,15.652,15.623,15.681,942079,6018848,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000003,Yorkshire and the Humber,England,hypertension,Hypertension registered prevalence,2024,2024/25,16.182,16.153,16.211,980278,6057819,% registered prevalence,All registered patients,QOF registered prevalence,219,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,asthma,Asthma registered prevalence,2020,2020/21,6.588,6.566,6.611,315401,4787230,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,asthma,Asthma registered prevalence,2021,2021/22,6.733,6.711,6.755,326900,4855351,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,asthma,Asthma registered prevalence,2022,2022/23,6.789,6.766,6.811,333707,4915760,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,asthma,Asthma registered prevalence,2023,2023/24,6.818,6.796,6.84,340699,4997219,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,asthma,Asthma registered prevalence,2024,2024/25,6.856,6.834,6.878,345734,5042706,% registered prevalence,Registered patients aged 6+,QOF registered prevalence,90933,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2012,2012/13,1.984,1.971,1.996,93784,4727470,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2013,2013/14,2.168,2.155,2.181,103275,4763720,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2014,2014/15,2.343,2.33,2.357,112311,4793225,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2015,2015/16,2.516,2.502,2.53,122086,4852455,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2016,2016/17,2.68,2.666,2.694,131992,4925208,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2017,2017/18,2.834,2.819,2.849,141343,4987485,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2018,2018/19,3.075,3.06,3.09,152990,4975318,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2019,2019/20,3.216,3.201,3.232,163411,5080792,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2020,2020/21,3.294,3.278,3.309,167843,5095774,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2021,2021/22,3.418,3.403,3.434,176413,5160600,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2022,2022/23,3.534,3.518,3.55,184410,5218204,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2023,2023/24,3.69,3.674,3.706,195490,5297832,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,cancer,Cancer registered prevalence,2024,2024/25,3.847,3.831,3.863,205382,5338780,% registered prevalence,All registered patients,QOF registered prevalence,276,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2012,2012/13,3.597,3.58,3.614,170041,4727470,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2013,2013/14,3.567,3.551,3.584,169937,4763720,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2014,2014/15,3.515,3.499,3.532,168493,4793225,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2015,2015/16,3.463,3.447,3.479,168039,4852455,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2016,2016/17,3.423,3.407,3.439,168593,4925208,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2017,2017/18,3.384,3.369,3.4,168795,4987485,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2018,2018/19,3.345,3.33,3.361,166441,4975318,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2019,2019/20,3.321,3.306,3.337,168756,5080792,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2020,2020/21,3.267,3.251,3.282,166463,5095774,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2021,2021/22,3.226,3.211,3.241,166478,5160600,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2022,2022/23,3.175,3.16,3.19,165661,5218204,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2023,2023/24,3.141,3.126,3.156,166405,5297832,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,chd,Coronary heart disease registered prevalence,2024,2024/25,3.142,3.127,3.157,167741,5338780,% registered prevalence,All registered patients,QOF registered prevalence,273,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2012,2012/13,1.829,1.817,1.841,86454,4727470,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2013,2013/14,1.881,1.869,1.894,89623,4763720,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2014,2014/15,1.926,1.914,1.938,92310,4793225,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2015,2015/16,1.963,1.95,1.975,95234,4852455,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2016,2016/17,1.978,1.966,1.99,97412,4925208,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2017,2017/18,2.0,1.988,2.013,99768,4987485,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2018,2018/19,2.027,2.014,2.039,100831,4975318,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2019,2019/20,2.053,2.04,2.065,104289,5080792,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2020,2020/21,2.037,2.025,2.05,103825,5095774,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2021,2021/22,1.992,1.98,2.004,102812,5160600,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2022,2022/23,1.978,1.966,1.99,103237,5218204,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2023,2023/24,2.004,1.992,2.016,106147,5297832,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,copd,COPD registered prevalence,2024,2024/25,2.041,2.029,2.053,108987,5338780,% registered prevalence,All registered patients,QOF registered prevalence,253,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
UK,E12000004,East Midlands,England,depression,Depression registered prevalence,2012,2012/13,6.425,6.4,6.449,240550,3744249,% registered prevalence,Registered patients aged 18+,QOF registered prevalence,848,OHID Fingertips / NHS England QOF,https://fingertips.phe.org.uk/
